,Sample name,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo
33133,,,,,,,,,,,1713330,15441000,4916810,,,,,,,,,,,,,,,,,,,15260900,5541690,,,,,,,,,,,,,,,,,,,9084750,7289110,,,,,,,,
33132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980721,,,,,,,,,,
33128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291589,,,,,,,,,,,,,,,
33117,,,,,,,,,,,,,,,,,,,,,,,,,,447971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614300,,,,,,,,,,,,,,,,,,,,,,,,
33113,,,,,,,,,,,,,,,,,732982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778005,,,,
33111,,,,,,,,,,,,,,6118640,,2832750,,,,,,,,,,,,,,,,,,,7677440,2991600,,,,,,,,,,,,,,,,,,4377690,5929590,2944370,,,,,
33110,,,,,,,,,,,,,,,7649630,,,,,,,,,,,,,,,,,,,7593020,,,,,,,,,,,,,,,,,,,,,,,,,,,
33092,,,,,,,,,,,,,13728200,,,,,,,,,,,,,,,,,,,,15022500,6755250,,,,,,,,,,,,,,,,,,,12360100,6193880,,,,,,,
33091,,,,,,,,,,,,8823810,,6918730,,,,,,,,,,,,,,,,,,7782770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3999030,,,,,,,,,
33088,,,,,,,,,,,2010510,,,,,,,,,,,,,,,,,,,,2376400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082730,,,,,,,,,,
33076,,,,,,,,,,,,,,,,,,,,,,,,,,495294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502121,,,,,,,,,,,,,,,,
33067,,,,,,,,,,,,,,,,,551976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612403,,,,,,,,,,,,,,,,,,,,,,,,
33048,,,,,,,,,,,1739780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011530,6640560,,,,,,,,,
33046,,,,,,,,,,,,9164910,,,,,,,,,,,,,,,,,,,3683560,8894910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655190,,,,,,,,,,,,,,,,,6407330,,,,,,,,
33040,,,,,,,,,,,,,,,,1551680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774870,,,,,
33038,,,,,,,,,,863082,,,9487180,,7860000,,,,,,,,,,,,,,,,,,11609800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33037,,,,,,,,,,,,,,17787600,,,,,,,,,,,,,,,,,,,,18639900,7451060,,,,,,,,,,,,,,,,,,,15126900,6458830,,,,,,
33032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295655,,,,
33017,,,,,,,,,,,1980580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560337,,,,,,,,,,,
33016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33014,,,,,,,,,,,,,,,,501996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647040,,,,,,,,,
33012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690010,,,,,,,,,,
33009,,,,,,,,,,918134,,,,,1282520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33008,,,,,,,,,,,,7303220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33007,,,,,,,,,,,,,,3787750,,,,,,,,,,,,,,,,,,7122270,,3995230,1239720,,,,,,,,,,,,,,,,,,,,1210950,,,,,,
33006,,,,,,,,,,,,,9885870,,,,,,,,,,,,,,,,,848916,,,,,,,,,,,,,,,,,,,,,,,,3530710,,,,,,,
33005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11255200,,,,,,,,,,,,,,,,,,,,9362350,,,,,,,,
32990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282226,,2306250,,,,,,,,,
32988,,,,,,,,,,,,4481310,,,,,,,,,,,,,,,,,,,,4297410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32986,,,,,,,,,649313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32976,,,,,,,,,,,,,,,,471391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32971,,,,,,,,,,,5436150,,,,,,,,,,,,,,,,,,,,6335460,,,,,,,,,,,,,,,374903,,,,,4267600,1760830,,,,,,,,,
32969,,,,,,,,,,963166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214550,,,,,
32966,,,,,,,,,,,,,,4705660,,,,,,,,,,,,,,,,,,,,,3608440,1517430,,,,,,,,,,,,,,,,,,,,,,,,,
32965,,,,,,,,,,,,,,,3520580,,,,,,,,,,,,,,,,,,4647230,5198210,,,,,,,,,,,,,,,,,,,3327470,4171610,3323960,,,,,,
32963,,,,,,,,,,,,,3846100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640710,,,,,,,
32946,,,,,,,,,,,,,,4729250,,,,,,,,,,,,,,,,,,,,4900250,,,,,,,,,,,,,,,,,,,,,,,,,,,
32944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539239,,,,,
32943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32935,,,,,,,,,,,,,7702950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214260,,,,,,,,
32931,,,,,,,,,,,8709760,19838300,,,,,,,,,,,,,,,,,,,,16447100,,,,,,,,,,,,,,,,,,,,16475400,,,,,,,,,
32930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13734300,,,,,,297524,,,,,,,,,,,,,,4085100,,,,,,,,,,
32922,,,,,,,,,,1421150,,,,,,,,,,,,,,,,,,,,1760240,,,,,,,,,,,,,,,,,,,,763160,,,,,,,,,,,
32920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260217,,,,,,,,,,,,,,,
32912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430156,,,,,,,,,,,,
32908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495151,,,,,,,,,,,,,,,,,,,,,,,,,
32892,,,,,,,,,,,,,,,5423290,,,,,,,,,,,,,,,,,,,16367900,4955300,,,,,,,,,,,,,,,,,,,12714700,4888700,,,,,,
32891,,,,,,,,,,,,,,14800900,,,,,,,,,,,,,,,,,,,12606900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32890,,,,,,,,,,,,,10447800,,,,,,,,,,,,,,,,438766,,,9644790,,,,,,,,,,,,,,,,,,,,,10446500,,,,,,,,
32889,,,,,,,,,,,,9738240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4964520,,,,,,,,,
32886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174312
32884,,,,,,,,,472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6562370,,,,,,,,,,
32883,,,,,,,,,,,8067840,,,,,,,,,,,,,,,,,,,2985870,9150090,,,,,,,,,,,,,,,,,,,1107830,,,,,,,,,,,
32882,,,,,,,,,,2095370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264885,,,,,,,,,,,,,,,,,,,,,,,,
32870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272011,,,,,
32865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495884,,,,,,,,,,,,,,,,
32863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699709,,,,,,,,,,,,,,,,,,,,,,,,,,
32862,,,,,,,,,,,,,5309370,1648180,,,,,,,,,,,,,,,,,,,5753320,,,,,,,,,,,,,,,,,,,,5798280,,,,,,,,
32861,,,,,,,,,,,,,,,727984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755460,529765,,,,,,
32860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493450,,,,,,,,,,,,,,,,,,,,,,,,,,,
32851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403844,,,,,,,,,,,,,,,,,
32845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4662450,,,,,,,,,,
32843,,,,,,,,,,,7741690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32842,,,,,,,,,403067,,,12159200,,,,,,,,,,,,,,,,,,,12718500,9288120,,,,,,,,,,,,,,,,,,,,11245200,,,,,,,,,
32841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534176,,,,,,,,,,,,,,,,,,,,,,,,,
32840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118830,,,,,,,,,,,
32838,,,,,,,,,,1425650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3882940,,,,,,,,
32822,,,,,,,,,,,,,4103620,,1205570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965680,,5208650,4017900,1440970,,,,,,,,,,,,,,,,,,,,1241350,,,,,,
32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712210,,,,,,,
32819,,,,,,,,,,,,,,3723360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927550,,,,,,,,,,
32812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284481,,,,,,,,,,,,,,,,,,,,,,,,,
32804,,,,,,,,,,,,,,,1152350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32802,,,,,,,,,,2217610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32801,,,,,,,,,,,,,,3302730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248700,,,,,857514,,,,,,
32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601270,,,,3026300,,,,,,,,,,,,,,,,,,,,,,,,,,,
32796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690180,,,,,,,
32795,,,,,,,,,,,2943360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158670,,,,,,,,,,
32793,,,,,,,,,,,,,5880380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6849060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6925810,,,,,,,,
32786,,,,,,,,,,,,14684100,,,,,,,,,,,,,,,,,,,,14950300,,,,,,,,,,,,,,,,,,,,9088390,,,,,,,,,
32771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934840,,,,,,,,,,,,,,,,,,,,2625370,9106480,,,,,,,,,,
32767,,,,,,,,,,5546680,9516240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8895090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464963,,,,,,,,,,,,,,,,,,,,,,,,,
32754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671850,,,,,,,,,
32753,,,,,,473602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,,,,,,,,,,,,,,,3056760,,,,,,,,,,,,,,,,,,,,2805460,,,,,,,,,,,,,,,,,,,,2681600,,,,,,
32746,,,,,,,,,,,,5295800,,8953160,,,,,,,,,,,,,,,,,,5532040,,9551980,,,,,,,,,,,,,,,,,,,,7888480,,,,,,,
32745,,,,,,,,,,,,,14351400,,,,,,,,,,,,,,,,,,,,16540300,,,,,,,,,,,,,,,,,,,,13457800,,,,,,,,
32738,,528500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32727,,,,,,,,,,,10347800,,,,,,,,,,,,,,,,,,,,13160200,,,,,,,,,,,,,,,,,,,,7106790,,,,,279958,,,,,
32726,,,,,,,,,,,,10060700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7749320,,,,,,,,,
32725,,,,,,637261,,,,,,,,,,,,,,,,,,,,,,,,,,7555190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338290,,,,,,,,,,,
32722,,,,,,,,,,4036150,,,,,,,,,,,,,,,,,,,,4023960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32721,,,,,,,,,,,,,2769160,,,,,,,,,,,,,,,,,,,,2914250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268952,,,,,,,,,,,,,,,,,,,,,,,,,,
32719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324320,,,,,,
32717,,,,,,,,,1033930,,,,,687658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32716,,,,,,,,,,,,,,,409395,,,,,,,,,,,,,,,,,,,854011,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,,,,,,,,,,,,,,,,334946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738011,,,,,,,
32713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338136,,,,,,
32691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32681,,,,,,,,,,13029200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5579140,,,,,,,,,,,
32680,,,,,,,,,,,15996700,,,,,,,,,,,,,,,,,,,16312300,13542900,,,,,,,,,,,,,,,,,,,,15974100,,,,,,,,,,
32677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192050,,,,,,,,,,,,,,,,,,,,,,,,,,,
32676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711120,,,,,,,
32675,,,,,,,,,1345900,,,,5032310,1628920,,,,,,,,,,,,,,,,,,,6062040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6879250,,,,,,,,,
32673,,,,,,,,,,,,10076100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5765190,,,,,,,,
32672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9762230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32658,,,,,,,,,,,,,,,737892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305370,,,,,,,,,,,,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608840,,,,,,
32653,,,,,,,,,,,,,,1412400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32645,,,,,,,,,,,,,,,,,,,,,,,,,513937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589310,,,,,,,
32642,,,,,,,,,,,,,3810730,,,,,,,,,,,,,,,,,,,,4558190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027020,,,,,,,,
32640,,,,,,,,,,,,11605800,,,,,,,,,,,,,,,,,,,22768700,9784730,,,,,,,,,,,,,,,,,,,14690100,8941130,,,,,,,,,
32639,,,,,,,,,,,19824400,,,,,,,,,,,,,,,,,,,5527460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32638,,,,,,,,,,3900850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347610,,,,,,,,,,,
32637,,,,,,,,,1341330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32611,,,,,,853584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32605,,,,,,,,,,,,,,,,,,,,,,,,,,,406223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32601,,,,,,,,,,,,,,3884160,1127180,,,,,,,,,,,,,,,,,,,3481670,,,,,,,,,,,,,,,,,,,,,965411,,,,,,
32600,,,,,,,,,,,,,8682850,,,,,,,,,,,,,,,,,,,,9131200,,,,,,,,,,,,,,,,,,,,6716020,3585140,,,,,,,
32599,,,,,,,,,1907660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946520,,,,,,,,,
32593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690030,,,,,,,,,,,
32592,,,,,,,,,,7514440,,,,,,,,,,,,,,,,,,,,7860960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4171250,,,,,,,,,,
32585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772250,,,,,,,,,,,,
32582,,,,,,,,,,,,10211700,,,,,,,,,,,,,,,,,,,6939950,8298390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7362320,,,,,,,,,
32579,,,,,,,,,,,4792890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32576,,,,,,,,,,,,,,650178,,,,,,,,,,,,,,,,,,,,521438,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487063,,,,,,,
32571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398420,,,,,,,,,,,,,,,,
32566,,,,,,,,,,8021250,,,,,,,,,,,,,,,,,,,,9050550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285080,,,,,,,,,,,
32562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288896,,,,,,,,,,,,,
32559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292185,,,,,,
32556,,,,,,,,,2248420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873001,,,,,,,,,,,,
32551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5547170,,,,,,,,,,,,,,,,,,,,6241590,,,,,,,,,,
32550,,,,,,,,,,,7064200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32549,,,,,,,,,,,,,,,,,,,,,,,,,,,,690714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
